InvoiceNO,InvoiceAmt,ShipDate,InvoiceDate,VendorID,VendorName,ProductID,UnitCost,ShipCost,FlatDuty,TariffAmt,ShipLocation,QualityRate,PaymentTerms,ShipTerms,PayAddress,PONumber,PODate,ReceivingNumber,ReceivingDate,QtyReceived,QtyPurchased,QtyInvoice,Approved
INV00471,9903.42,2025-05-21,2025-05-21,V104,China Auto,PROD628,334.9,384.0,25.0,452.12,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0471,2025-05-14,REC00471,2025-05-24,27,27,27,Yes
INV00472,148293.36,2025-04-16,2025-04-16,V103,Euro Wheels,PROD485,423.93,486.36,25.0,7037.24,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0472,2025-04-02,REC00472,2025-04-21,332,332,332,No
INV00473,70506.61,2025-04-24,2025-04-24,V102,Asia Motors,PROD437,190.02,449.74,25.0,3334.85,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0473,2025-04-13,REC00473,2025-05-01,351,351,351,No
INV00474,124276.13,2026-01-07,2026-01-07,V103,Euro Wheels,PROD940,389.15,443.06,25.0,5895.62,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0474,2025-12-26,REC00474,2026-01-09,303,303,303,Yes
INV00475,115940.1,2025-05-17,2025-05-17,V101,Global Tech Parts,PROD806,236.3,153.1,0.0,0.0,USA,5,Net 30,FOB Destination,123 USA Blvd,PO0475,2025-05-09,REC00475,2025-05-19,490,490,490,Yes
INV00476,13012.65,2025-07-03,2025-07-03,V104,China Auto,PROD465,35.81,391.48,25.0,599.82,China,3,Net 30,FOB Shipping Point,123 China Blvd,PO0476,2025-06-26,REC00476,2025-07-07,335,335,335,Yes
INV00477,51003.52,2025-09-04,2025-09-04,V101,Global Tech Parts,PROD725,226.21,332.48,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0477,2025-08-28,REC00477,2025-09-06,224,224,224,No
INV00478,78502.62,2025-01-31,2025-01-31,V103,Euro Wheels,PROD570,166.44,359.01,25.0,3719.93,Germany,1,Net 60,FOB Destination,123 Germany Blvd,PO0478,2025-01-19,REC00478,2025-02-05,447,447,447,No
INV00479,126499.68,2025-10-15,2025-10-15,V102,Asia Motors,PROD141,309.19,186.02,25.0,6013.75,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0479,2025-10-01,REC00479,2025-10-18,389,389,389,No
INV00480,82878.46,2025-05-25,2025-05-25,V101,Global Tech Parts,PROD872,166.29,398.62,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0480,2025-05-18,REC00480,2025-05-30,496,496,496,No
INV00481,38392.74,2025-12-06,2025-12-06,V103,Euro Wheels,PROD613,226.91,485.12,25.0,1803.93,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0481,2025-11-29,REC00481,2025-12-08,159,159,159,No
INV00482,43775.41,2025-02-07,2025-02-07,V101,Global Tech Parts,PROD616,494.22,284.05,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0482,2025-01-27,REC00482,2025-02-09,88,88,88,No
INV00483,37052.43,2025-10-05,2025-10-05,V104,China Auto,PROD983,147.13,259.64,25.0,1750.85,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0483,2025-09-24,REC00483,2025-10-12,238,238,238,No
INV00484,13736.72,2025-06-03,2025-06-03,V102,Asia Motors,PROD265,54.09,478.6,25.0,630.15,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0484,2025-05-27,REC00484,2025-06-05,233,233,233,No
INV00485,30436.56,2025-08-15,2025-08-15,V104,China Auto,PROD422,424.28,117.97,25.0,1442.55,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0485,2025-08-03,REC00485,2025-08-19,68,68,68,No
INV00486,7924.51,2025-11-22,2025-11-22,V104,China Auto,PROD342,16.73,363.48,25.0,358.86,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0486,2025-11-13,REC00486,2025-11-29,429,429,429,No
INV00487,12747.81,2025-10-24,2025-10-24,V104,China Auto,PROD355,74.59,113.37,25.0,600.45,China,3,Net 30,FOB Shipping Point,123 China Blvd,PO0487,2025-10-11,REC00487,2025-10-31,161,161,161,Yes
INV00488,86976.92,2025-05-04,2025-05-04,V104,China Auto,PROD315,188.13,233.4,25.0,4129.45,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0488,2025-04-24,REC00488,2025-05-06,439,439,439,No
INV00489,174320.71,2025-04-20,2025-04-20,V103,Euro Wheels,PROD377,376.43,385.05,25.0,8281.46,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0489,2025-04-09,REC00489,2025-04-26,440,440,440,Yes
INV00490,62005.1,2025-01-07,2025-01-07,V104,China Auto,PROD523,139.86,301.84,25.0,2937.06,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0490,2025-01-01,REC00490,2025-01-14,420,420,420,Yes
INV00491,45520.83,2025-04-29,2025-04-29,V102,Asia Motors,PROD389,195.91,240.62,25.0,2155.01,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0491,2025-04-22,REC00491,2025-05-04,220,220,220,No
INV00492,19214.99,2025-07-10,2025-07-10,V102,Asia Motors,PROD474,39.31,79.43,25.0,910.03,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0492,2025-07-05,REC00492,2025-07-14,463,463,463,No
INV00493,82430.28,2025-03-26,2025-03-26,V104,China Auto,PROD471,171.72,185.74,25.0,3915.22,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0493,2025-03-15,REC00493,2025-03-28,456,456,456,Yes
INV00494,31905.34,2025-03-29,2025-03-29,V102,Asia Motors,PROD305,321.83,453.64,25.0,1496.51,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0494,2025-03-16,REC00494,2025-04-05,93,93,93,Yes
INV00495,17294.05,2025-10-16,2025-10-16,V103,Euro Wheels,PROD967,226.29,399.13,25.0,803.33,Germany,1,Net 60,FOB Destination,123 Germany Blvd,PO0495,2025-10-01,REC00495,2025-10-21,71,71,71,No
INV00496,1894.95,2025-08-20,2025-08-20,V103,Euro Wheels,PROD297,37.61,290.33,25.0,75.22,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0496,2025-08-06,REC00496,2025-08-27,40,40,40,No
INV00497,3894.29,2025-05-30,2025-05-30,V104,China Auto,PROD479,15.65,56.95,25.0,181.54,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0497,2025-05-19,REC00497,2025-06-05,232,232,232,Yes
INV00498,148487.81,2025-11-04,2025-11-04,V104,China Auto,PROD958,415.54,115.03,25.0,7064.18,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0498,2025-10-25,REC00498,2025-11-10,340,340,340,No
INV00499,233714.51,2025-08-25,2025-08-25,V104,China Auto,PROD112,466.21,188.23,25.0,11119.11,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0499,2025-08-14,REC00499,2025-08-30,477,477,477,Yes
INV00500,126696.91,2025-04-24,2025-04-24,V104,China Auto,PROD341,416.81,190.92,25.0,6022.9,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0500,2025-04-11,REC00500,2025-04-30,289,289,289,Yes
